iter	RMSE
1662	2033996.409
1663	2033081.07
1664	2032790.73
1665	2031963.864
1666	2029465.701
1667	2028193.345
1668	2027068.39
1669	2026907.635
1670	2026638.995
1671	2025464.666
1672	2024507.987
1673	2024428.267
1674	2024170.457
1675	2023395.795
1676	2022129.275
1677	2021561.486
1678	2021483.394
1679	2020222.468
1680	2018768.183
1681	2017492.049
1682	2017081.833
1683	2016248.394
1684	2015783.803
1685	2015503.655
1686	2014365.431
1687	2013285.608
1688	2012532.217
1689	2011832.608
1690	2011710.241
1691	2011239.867
1692	2010124.441
1693	2008403.928
1694	2007335.344
1695	2007129.861
1696	2006758.877
1697	2006510.251
1698	2005821.756
1699	2003143.531
1700	2002592.892
1701	2002124.14
1702	2000534.161
1703	1999478.293
1704	1998693.864
1705	1998631.137
1706	1997278.356
1707	1995209.328
1708	1993798.005
1709	1992267.149
1710	1990655.144
1711	1989760.788
1712	1988878.589
1713	1987012.866
1714	1986548.906
1715	1986097.552
1716	1985294.081
1717	1983788.676
1718	1983217.902
1719	1982224.907
1720	1981232.201
1721	1979118.584
1722	1979017.621
1723	1977169.182
1724	1975922.97
1725	1973434.751
1726	1973106.97
1727	1972707.786
1728	1971688.02
1729	1971429.23
1730	1969912.401
1731	1969323.572
1732	1969044.502
1733	1968954.512
1734	1967246.566
1735	1966644.064
1736	1965337.492
1737	1964615.132
1738	1964169.076
1739	1963430.311
1740	1962971.782
1741	1962117.368
1742	1960587.735
1743	1959171.31
1744	1957743.85
1745	1957446.775
1746	1956852.974
1747	1955469.629
1748	1955014.962
1749	1952232.234
1750	1951058.653
1751	1950637.644
1752	1948566.535
1753	1947815.953
1754	1945274.131
1755	1944613.77
1756	1943934.344
1757	1941987.873
1758	1941285.08
1759	1940148.116
1760	1939207.154
1761	1938625.935
1762	1937085.194
1763	1936085.971
1764	1936000.741
1765	1934853.442
1766	1933835.867
1767	1933526.104
1768	1933277.218
1769	1933005.425
1770	1932929.243
1771	1932870.251
1772	1932437.34
1773	1932023.402
1774	1931616.168
1775	1930968.363
1776	1930253.547
1777	1929865.906
1778	1929806.483
1779	1928835.081
1780	1928394.469
1781	1927490.808
1782	1927178.437
1783	1925846.028
1784	1924740.496
1785	1923965.52
1786	1923671.974
1787	1923357.395
1788	1922828.962
1789	1921772.32
1790	1921011.706
1791	1919993.21
1792	1919415.371
1793	1919104.085
1794	1919041.741
1795	1917981.57
1796	1917333.947
1797	1916810.952
1798	1915023.526
1799	1914342.592
1800	1914277.403
1801	1914006.703
1802	1913755.715
1803	1913564.882
1804	1913039.3
1805	1912328.207
1806	1911945.007
1807	1911426.514
1808	1910176.551
1809	1909495.228
1810	1909104.208
1811	1907513.955
1812	1907132.189
1813	1905980.909
1814	1905526.349
1815	1905154.404
1816	1904521.356
1817	1903007.157
1818	1901729.516
1819	1901347.28
1820	1900231.089
1821	1899641.417
1822	1897632.797
1823	1896599.115
1824	1895142.003
1825	1894623.085
1826	1893950.845
1827	1893795.642
1828	1893413.776
1829	1892462.2
1830	1891018.405
1831	1889905.392
1832	1889661.113
1833	1888382.789
1834	1887084.325
1835	1886688.715
1836	1885894.969
1837	1885107.002
1838	1884902.776
1839	1884460.613
1840	1883775.754
1841	1882494.675
1842	1881125.45
1843	1880492.645
1844	1880093.489
1845	1879574.123
1846	1879507.72
1847	1878612.851
1848	1877516.623
1849	1876859.323
1850	1876607.028
1851	1875231.182
1852	1874898.431
1853	1874773.728
1854	1874326.331
1855	1872627.905
1856	1871975.982
1857	1870942.006
1858	1870554.903
1859	1870067.086
1860	1869682.195
1861	1868325.187
1862	1868201.896
1863	1866670.935
1864	1865833.42
1865	1863874.651
1866	1862707.771
1867	1862408.345
1868	1861599.196
1869	1861016.294
1870	1860204.898
1871	1860020.857
1872	1858592.3
1873	1858129.749
1874	1857250.325
1875	1855823.248
1876	1855157.609
1877	1854940.035
1878	1854247.757
1879	1853653.027
1880	1852944.454
1881	1851342.539
1882	1850491.755
1883	1849246.576
1884	1848958.747
1885	1848724.895
1886	1848656.799
1887	1848471.829
1888	1847237.459
1889	1845823.859
1890	1845351.933
1891	1844930.833
1892	1843674.045
1893	1843324.526
1894	1842970.36
1895	1842548.546
1896	1840913.136
1897	1839947.813
1898	1839281.87
1899	1838616.71
1900	1837342.286
1901	1836620.641
1902	1836314.248
1903	1835974.552
1904	1835544.459
1905	1834795.94
1906	1834463.921
1907	1833778.352
1908	1833393.905
1909	1832827.175
1910	1832233.358
1911	1831706.175
1912	1831315.012
1913	1830889.416
1914	1830617.57
1915	1829749.517
1916	1829249.67
1917	1828770.615
1918	1828533.925
1919	1827726.101
1920	1826998.166
1921	1825782.554
1922	1825000.405
1923	1824336.325
1924	1822797.009
1925	1822065.189
1926	1821779.201
1927	1821310.734
1928	1820810.565
1929	1819154.27
1930	1818452.732
1931	1818224.818
1932	1817682.192
1933	1816981.224
1934	1816623.399
1935	1815908.41
1936	1815742.117
1937	1815336.6
1938	1815092.91
1939	1814780.986
1940	1813599.54
1941	1812390.382
1942	1811329.941
1943	1809522.224
1944	1808559.033
1945	1807524.425
1946	1806282.542
1947	1805454.494
1948	1804374.035
1949	1803075.286
1950	1802567.817
1951	1802043.682
1952	1801737.29
1953	1801471.254
1954	1800340.242
1955	1799278.407
1956	1798955.094
1957	1798036.372
1958	1796896.83
1959	1795326.378
1960	1794588.615
1961	1794010.445
1962	1793120.601
1963	1792662.323
1964	1791797.032
1965	1791575.241
1966	1790722.51
1967	1790639.092
1968	1790589.986
1969	1789506.211
1970	1788222.452
1971	1786644.268
1972	1785706.157
1973	1785008.829
1974	1784354.15
1975	1784006.896
1976	1783515.195
1977	1782238.666
1978	1780284.818
1979	1780212.841
1980	1779929.492
1981	1779260.9
1982	1777891.892
1983	1776417.287
1984	1775778.532
1985	1774842.99
1986	1773663.871
1987	1773485.478
1988	1773149.258
1989	1771856.026
1990	1771151.406
1991	1770837.056
1992	1770409.641
1993	1769781.933
1994	1769367.84
1995	1769244.902
1996	1768629.979
1997	1767778.27
1998	1767295.41
1999	1767135.935
